vehid,entry,mid,instspeed,exit,length
598,184.601724606866,188.41816090647671,14.92352308718201,192.76238803366434,98.71
862,292.21587319767247,296.16596508037196,7.876090786171751,327.25048200770016,98.71
592,463.0497218803335,467.40601987053003,9.688963197925084,503.1699549443397,98.71
894,478.324307687463,508.0879751688355,6.6187787506747116,513.468207650125,98.71
623,637.4644540520716,641.3268906274799,13.447730967332344,645.9873503573601,98.71
587,639.3907437501522,643.4338771097621,11.520759628008033,678.2656391104317,98.71
629,641.4856839702678,645.3334760172119,12.38783760417323,680.6675570120196,98.71
602,645.4241358837675,649.0454193213153,12.758031531420132,682.9586788292104,98.71
609,724.3813494294448,728.24557828048,13.57164970219657,732.7964268611922,98.71
611,728.938968524831,733.2908051282269,11.093902409963865,768.3960515384109,98.71
885,840.1386230884115,844.3042210304139,10.834800446802829,858.3779816675121,98.71
362,859.8512228707089,863.3276625863186,14.34918591460188,866.5824571366825,98.71
918,995.1533442771644,999.2678438842408,11.51103653275948,1004.7487840743112,98.71
619,997.2656348192199,1001.2253914551256,11.845779412280693,1038.6520106025005,98.71
603,1011.8943156989299,1015.5994150097943,12.823153823853612,1043.3350770732766,98.71
589,1088.581694970809,1092.1289032621016,5.0,1098.5293322057782,98.71
593,1090.7067884543037,1095.5114757689578,10.269224430771855,1131.3095309044138,98.71
908,1092.6598520313376,1097.4865232573907,10.697146802020368,1133.64526270723,98.71
359,1233.4012557108585,1237.3405323911477,11.490703734504198,1241.2798699539983,98.71
370,1248.5806893268257,1252.5302232421866,12.123507732743771,1257.6340525468252,98.71
866,1358.228693425523,1362.548190893944,12.038419063624392,1367.9885953587002,98.71
345,1489.6585788631153,1493.1839936163835,12.235664273088554,1497.3331599296057,98.71
607,1536.7725722188864,1540.497774293205,12.906272156725734,1578.2964354603735,98.71
626,1544.7712672011055,1548.378682767528,13.491080300632163,1582.8910398300866,98.71
606,1626.7338627644858,1630.5442418624275,12.597086258688062,1668.6448439675796,98.71
636,1628.6212306522416,1632.355566761347,12.326598937936673,1671.0865014932233,98.71
390,1697.3257685290944,1701.3192218947147,11.66905109061925,1706.7978365074187,98.71
645,1739.483943273351,1743.3024033470433,11.413533276220729,1765.1520821107647,98.71
651,1804.7224907243137,1808.4743075067588,12.575662081878006,1848.1935252506755,98.71
617,1908.2407137168047,1912.224422980391,6.829782694934375,1946.7078624746987,98.71
608,1985.5636239033283,1989.5021832064435,12.551318857277943,1994.5141594905292,98.71
586,1988.525500196059,1992.350445006385,5.0,1998.6029087306667,98.71
2649,1994.7166259839616,1998.548353395116,5.0,2005.091741583452,98.71
2623,2075.1168802753928,2079.2122466709425,11.180917973421233,2084.0958551008976,98.71
2625,2077.0235817273197,2081.1128411524646,12.182454075756404,2118.295979045674,98.71
2371,2242.8639592399204,2247.221852108755,11.17366222389535,2298.589965251444,98.71
2602,2254.903603905362,2259.236556999841,10.688447747666842,2301.2157945544245,98.71
2863,2282.8664430169747,2287.2484889637126,10.689543241353109,2305.8939672003626,98.71
2358,2327.918825208954,2332.001949362271,5.0,2307.0796032352087,98.71
2913,2434.76020530913,2438.4371417499287,13.11607953049843,2442.8227057491395,98.71
2646,2445.09150249129,2448.551543375354,5.0,2448.6338596712353,98.71
2398,2776.564558979309,2780.3320097798764,12.453411290689177,2784.9485486448693,98.71
2849,2810.5280181809776,2814.2763033168667,12.9632950275389,2838.032928835437,98.71
2590,2886.7307750955747,2891.095030967446,10.562040012317459,2896.327312918584,98.71
2639,2890.7993896303183,2895.1770362402654,11.005159784055516,2930.4111326427515,98.71
2870,2892.7493811519616,2897.005005946074,11.234942692361855,2932.4592613385216,98.71
2375,2959.2977968901478,2963.391999009018,11.654736648157286,2968.6976299475264,98.71
2645,2978.2528460172525,2982.2033769294994,5.0,2988.539940638589,98.71
2897,2989.3150679683304,2993.037307647335,12.491419123541966,3021.0009424376585,98.71
2640,2997.2639447157303,3001.4598600044083,5.0,2993.28432075361,98.71
2856,3002.492292742806,3006.384095681632,11.141142008336445,3025.1509961136085,98.71
2599,3064.8026434639582,3068.5883125485316,5.0,3043.5914092673124,98.71
2624,3071.8591347527436,3076.5192829672214,10.571159059984426,3110.8030555388204,98.71
2596,3074.172736262385,3078.4121319164997,11.368271670367852,3112.8654401195895,98.71
2634,3245.23565995956,3249.0652163449226,13.771561773271511,3253.8327377407645,98.71
2630,3247.240933026153,3251.1271005761946,12.284967268701552,3288.2772973198194,98.71
2611,3249.0404329534576,3253.0128343378483,11.883309641724255,3291.014978307169,98.71
2367,3312.730350637825,3316.083713014828,14.464957211836138,3319.364304622143,98.71
2620,3368.4861563532836,3372.0100271469523,7.151890156344454,3388.3223745055047,98.71
2607,3430.80457510046,3434.325819652856,13.00115179341598,3438.9028480806205,98.71
2345,3484.8993652739196,3488.2780697541107,13.803575104284153,3491.737719283257,98.71
2631,3518.9281176983654,3522.4821308761043,13.932738126227758,3526.8855288565355,98.71
2627,3606.3627211015896,3610.0250816111284,13.480785286327228,3648.591990728799,98.71
2886,3701.178498735613,3705.1294652171046,12.361612672708416,3741.1276428538613,98.71
2612,3703.0336373258224,3707.0048631953996,11.062935608399696,3743.393472738514,98.71
2608,3709.931096552662,3713.524682630532,12.723271338090804,3745.430790161591,98.71
4880,3885.730068638208,3889.5527370458076,12.71989655872416,3923.302527201252,98.71
4582,3965.229631060272,3969.3946721898,11.45643942842983,3974.8422631411986,98.71
4345,4022.7317261211633,4026.506365481727,13.134222970428912,4030.2142498904254,98.71
4860,4159.012484725829,4163.375924215297,5.0,4158.479038299915,98.71
4601,4237.115022876542,4241.180245199059,12.011976747365662,4246.140100323778,98.71
4608,4239.251017990154,4243.107706648456,11.894774884967942,4278.340815250071,98.71
4846,4244.902801227275,4248.577167784703,12.719457637275918,4281.209069426709,98.71
4349,4383.384030053646,4387.240539631708,11.740603990617345,4391.210325730591,98.71
4597,4414.850114621199,4419.132970685661,5.0,4394.101620009988,98.71
4359,4549.829561255158,4553.491532124359,12.59721966974708,4557.106893244236,98.71
4589,4596.482711367059,4600.55614714248,11.707917514730491,4638.003295982096,98.71
4393,4664.719374369649,4668.221053631585,13.415208134189527,4671.727706181303,98.71
4583,4684.448684488056,4688.47166247872,12.338162822308472,4693.8130788046565,98.71
4592,4686.3216040052175,4690.232962551543,5.0,4698.508790848621,98.71
4620,4688.370868584955,4692.108431425616,11.98801792625105,4731.004446989006,98.71
4392,4729.895736030653,4733.565928087786,13.877745250626967,4737.013831697284,98.71
4588,4864.873527262703,4869.093173847309,12.027329516197575,4873.984886213915,98.71
4615,4957.801020296378,4962.073385920179,11.663706590019757,4967.662070547679,98.71
4647,4963.391116525086,4967.524321609315,5.0,4973.211566797655,98.71
4360,5011.933619157953,5015.528159680469,13.16931821697546,5019.0662833952265,98.71
4594,5046.26289658058,5050.179908660555,13.699478401480885,5054.765153115854,98.71
