vehid,entry,mid,instspeed,exit,length
1076.0,95.8405758443488,97.07744598281931,7.579286162562162,98.01593552956089,18.37
1106.0,98.31095926454056,99.26023614842434,9.431714214667938,100.01685619155667,18.37
1785.0,119.85722122046457,120.46974847851594,11.878872314728564,121.0748443753198,18.37
1800.0,121.68767926532723,122.3268370466351,11.15252110436904,122.9678991607912,18.37
1904.0,123.50757653961395,124.15897909771644,10.519656049626414,124.83860766386061,18.37
1780.0,127.85386344549927,128.46708389877548,11.785280127644516,129.07675125564862,18.37
1023.0,186.16209199764342,187.30600669332284,7.8143061595765015,188.170255231262,18.37
1913.0,213.40601030790214,214.02058394547169,11.0515488139278,214.66750311288536,18.37
1783.0,219.4202909629966,220.04184485901615,11.67929317765229,220.65399309851898,18.37
1789.0,297.5968858160061,298.1405139839053,13.599315754831002,298.66623593096705,18.37
1888.0,302.5800437155336,303.2027570875703,11.196957799730187,303.84127505693425,18.37
1919.0,304.3660052638205,305.02966693099853,10.852815406246794,305.6884322826346,18.37
974.0,366.0601453070384,367.21304367173343,6.68900665042234,368.23445011793535,18.37
1774.0,391.6447945298015,392.21710652351175,12.558067960124575,392.78641852118835,18.37
1002.0,456.12903336836393,457.3090255027131,7.561209315779523,458.19084346414206,18.37
1954.0,479.6440491220438,480.26946415478534,11.744308046040796,480.87822362612326,18.37
991.0,546.04795563642,547.267434380148,6.996373641679902,548.2199709988328,18.37
1876.0,572.7196749653903,573.2905776827325,12.498204123777295,573.862616568202,18.37
1079.0,636.0135477715127,637.2176230905014,7.919853549695067,638.09482580692,18.37
1917.0,661.9176655677038,662.47503625583,13.038680009906823,663.0244661020582,18.37
1879.0,664.4826685373434,665.0713987518378,12.247877266751138,665.6551291894987,18.37
965.0,815.9145596032204,817.2749587648531,7.333690866208644,818.2127444072281,18.37
1077.0,820.5951718317833,821.4344495874498,8.858391888703393,822.208978772643,18.37
1912.0,841.7145862703231,842.3182997200174,11.74894343323642,842.9268190135151,18.37
1781.0,848.8042418963477,849.4413404806132,11.130035593507765,850.0784083375604,18.37
1764.0,850.6871482687983,851.3121832928425,12.10557895954493,851.9027753480618,18.37
1003.0,909.1412633922291,910.0860092456332,9.92985811197792,910.8060053096972,18.37
1074.0,911.4083549583468,912.196396263583,11.026661330851303,912.844775545654,18.37
1767.0,928.8569167791745,929.3383060229697,14.739969999908014,929.8233449177153,18.37
1945.0,1020.7995329851423,1021.4280053081737,11.421162613023778,1022.0536781936986,18.37
1897.0,1022.6296844538374,1023.2561548378596,12.143473054635844,1023.8449039317285,18.37
1877.0,1024.6132699004927,1025.207773240849,11.87081608627457,1025.8100451238752,18.37
1898.0,1196.0499364137686,1196.5635790186298,14.04234222311789,1197.0726553774693,18.37
1865.0,1227.4162247119934,1228.1163036322644,6.55034212432019,1229.663764938791,18.37
1009.0,1327.7646530555298,1355.0022050394036,6.345706941207083,1356.1056066319686,18.37
1874.0,1392.4201223970865,1393.2349174906287,6.72247382315597,1394.7258212035426,18.37
1771.0,1472.960319742298,1473.485603816165,13.74826234264694,1474.0056973537828,18.37
1948.0,1556.9558012100276,1557.5247858566556,12.611313988695883,1558.0903040027256,18.37
1889.0,1656.8036449204144,1657.4915552862865,10.418193799917425,1658.1856704560757,18.37
1797.0,1740.5958752031595,1741.1899647447697,12.206919205633483,1741.7756537820198,18.37
1923.0,1830.6523645850757,1831.2770676478106,11.39619300304127,1831.9044226562269,18.37
1899.0,1839.3359226080113,1840.0325495197596,9.579965853520887,1840.7788422379858,18.37
3058.0,1895.870483949263,1897.1257909153937,7.262424277757037,1898.0849609985082,18.37
3086.0,1900.5417888019954,1901.342353952603,9.804196206939782,1902.0693572438063,18.37
1918.0,1918.9286064022165,1919.5323206428782,11.903899618502914,1920.131636019937,18.37
1890.0,1925.7179781488237,1926.3864424886665,11.167753207637112,1927.026193795138,18.37
3883.0,1927.6192416560725,1928.2517890237991,11.464747221944858,1928.8753927211972,18.37
3773.0,1932.4724709755874,1933.1924136084317,6.721180837503554,1934.7750492659727,18.37
3868.0,2016.4238938216015,2017.1104008911136,9.883458029331864,2017.8337771361605,18.37
3869.0,2097.5398056281188,2098.0688372696227,13.814416697395542,2098.5863733273472,18.37
3890.0,2104.825885191589,2105.488931732031,10.818893554092732,2106.1561351720616,18.37
3948.0,2196.7395097330136,2197.4567210197442,9.739047237422444,2198.1873692047006,18.37
3807.0,2284.902632145216,2285.5172354114493,11.845815632656974,2286.1397764749263,18.37
3780.0,2289.7837830063695,2290.393828249507,11.928821034757611,2290.993171532176,18.37
3047.0,2352.6269952297384,2353.3693180647597,9.749631724017595,2354.106138479947,18.37
2988.0,2354.7147796139225,2355.44495349711,9.313535024431646,2356.214489486817,18.37
3762.0,2377.664134651452,2378.430929971496,9.446953048947275,2379.1890142540924,18.37
3772.0,2379.5640019239663,2380.33350258933,9.520453463398129,2381.09748468758,18.37
3771.0,2470.875578223206,2471.527486865209,10.843799032593417,2472.1716793431915,18.37
3797.0,2553.5639589737516,2554.1507441742983,12.530959760547335,2554.721287763453,18.37
3902.0,2559.0908445887194,2559.604006959576,14.055483502798689,2560.1182055186755,18.37
2964.0,2615.761600517483,2617.057351773314,7.8668084687237885,2617.9661648943866,18.37
3838.0,2622.549391952264,2623.3185601891614,9.554197978865128,2624.064795407341,18.37
3107.0,2624.5336687776494,2625.2576832556765,9.595395182762893,2626.002600568333,18.37
3026.0,2626.721176012187,2627.3839668208893,11.456448907679487,2628.008522812048,18.37
3087.0,2628.7926812160367,2629.3996401196678,11.10347039309425,2630.0460943831667,18.37
3889.0,2644.419504626091,2645.133592485352,10.140790243826308,2645.838612368954,18.37
3904.0,2646.3825232720187,2647.1096786367234,11.264884387109241,2647.7443463804525,18.37
3907.0,2648.37857174522,2649.0469736653727,9.439214487824293,2649.8043946103635,18.37
3931.0,2728.877197996626,2729.4101441605876,13.484889200730292,2729.940327141768,18.37
3874.0,2735.4073541785956,2736.0443036569222,11.95250437437733,2736.6424593683446,18.37
3040.0,2795.9550193974583,2797.148648156097,7.917624039877019,2798.0399428145297,18.37
3033.0,2798.310689333195,2799.285495553839,8.473711462962683,2800.0996476713135,18.37
3102.0,2800.558601445016,2801.3708562229185,10.247871569686117,2802.057139380424,18.37
3045.0,2802.532812210501,2803.2431855883897,11.785109646481656,2803.849837454329,18.37
3779.0,2820.463934390338,2821.0840254620034,11.947937701141786,2821.682409797122,18.37
3895.0,2829.5261171161565,2830.1452920541983,11.3658778728539,2830.7743203472446,18.37
2990.0,2980.787460286984,2981.4643238465815,11.425013246644253,2982.0780851573704,18.37
3782.0,3000.0343401497594,3000.576923981559,13.293328726575528,3001.1213938915494,18.37
3893.0,3007.9969116418047,3008.5561527376217,12.902992113049214,3009.112695756061,18.37
3896.0,3090.5409445339833,3091.103254387606,12.17114286903972,3091.690665022274,18.37
3011.0,3116.308478762629,3117.0283445196696,6.209317295840325,3118.652975068139,18.37
3867.0,3272.4523463976784,3273.1373903648664,10.645636364746643,3273.808976215855,18.37
3877.0,3278.8154001223984,3279.5053374238396,10.279173436300656,3280.1902701107033,18.37
3007.0,3340.727229953402,3341.4884280403926,9.934617803181432,3342.180181249802,18.37
3793.0,3436.700802417502,3437.410951199726,10.295117963825314,3438.110245028481,18.37
3834.0,3452.804638867578,3453.502570885945,10.062987805762027,3454.182726598795,18.37
3905.0,3459.9639980093143,3460.56273919398,12.034487857801555,3461.1554661700493,18.37
3052.0,3524.8344716635693,3525.478462175134,11.083276080145621,3526.1250279814194,18.37
3784.0,3635.4526652501163,3636.0655212379834,12.287972206634825,3636.647346997117,18.37
3770.0,3721.5071024206773,3722.13784478852,10.55439309920391,3722.8152365333735,18.37
5018.0,3785.7403204819234,3787.0154014370787,7.755457227703823,3787.9372631078254,18.37
5921.0,3896.759592290561,3897.2745908951206,14.047028053747242,3897.783556829408,18.37
5797.0,3908.3389896897665,3909.003273307998,11.48771313957149,3909.6256303141727,18.37
5041.0,3933.420829429501,3934.1454133784764,6.762040895627336,3935.6059612257177,18.37
4971.0,3965.859628479267,3967.0245618467497,7.77219003213874,3967.9444388348024,18.37
4970.0,4058.405224525538,4059.256676766809,9.83488273630199,4059.9836258265013,18.37
5793.0,4078.4813366193634,4079.0339292846825,13.020256469845028,4079.5830320442096,18.37
5783.0,4085.5514477135,4086.1727264120623,11.54038978458738,4086.792242640785,18.37
5912.0,4172.81316024034,4173.285752644584,15.368781958706798,4173.750946228341,18.37
5842.0,4196.375188391788,4197.106723935136,6.527567545118779,4198.641276156751,18.37
5881.0,4242.500539535658,4243.154051637986,11.11793162824439,4243.797108188107,18.37
5918.0,4257.760492054114,4258.296865841184,13.491751178237518,4258.8267791684375,18.37
5904.0,4352.017942655316,4352.596578096798,12.465094117564885,4353.174547325013,18.37
5865.0,4355.7926948085915,4356.347853186323,12.725282528471409,4356.909684229472,18.37
4998.0,4389.4944629063775,4415.101458894924,5.665274228883806,4416.306889816129,18.37
5029.0,4505.956833386251,4507.210309812618,6.863183489781454,4508.194097734548,18.37
5042.0,4508.3859132469615,4509.31380574662,9.122928531439646,4510.082008040043,18.37
5770.0,4528.793803125409,4529.333161113536,13.264792021438032,4529.872141200505,18.37
5900.0,4534.465132721458,4535.106314689275,11.59439742708338,4535.722945161217,18.37
5035.0,4598.139130773259,4599.042579049667,8.972344187248423,4599.839411918329,18.37
5790.0,4619.534556275144,4620.088028993798,13.058190216521009,4620.635536622251,18.37
5907.0,4711.523915226018,4712.197117707116,11.299072596504491,4712.829865102646,18.37
5886.0,4716.706514734609,4717.271589918035,12.543007537158427,4717.841585490161,18.37
5902.0,4807.492470369819,4808.1441992192085,10.690550790542167,4808.812963523071,18.37
5099.0,4866.0270439781725,4867.267435658314,7.132935090724701,4868.224404783022,18.37
5095.0,4870.704657875021,4871.469759465396,9.898687926780756,4872.163765083254,18.37
5771.0,4887.745138779436,4888.302528888362,13.01088393436416,4888.852027200191,18.37
5778.0,4896.4713400407,4897.036989284873,13.053875837475914,4897.584677867662,18.37
5897.0,4900.922909801248,4901.523439560277,11.966699903349078,4902.113052321492,18.37
5001.0,5050.2065304925745,5051.002188778113,10.593541572261191,5051.677077219204,18.37
5798.0,5070.653462074495,5071.165082151592,13.725456148724572,5071.685972581745,18.37
5843.0,5135.9868342347545,5137.168379753832,7.546276761123251,5138.089858664151,18.37
5804.0,5155.673414027856,5156.173052662687,14.404674815627871,5156.669381725915,18.37
4957.0,5318.226817436006,5319.114284558288,8.71486537658255,5319.934659681528,18.37
5786.0,5343.879937642082,5344.516376998947,11.337650110479789,5345.150442463075,18.37
5112.0,5370.537642660964,5371.292475293981,7.221297792811975,5372.694077752029,18.37
5899.0,5434.393196316334,5435.0693164875,11.015100649945758,5435.718376263215,18.37
5799.0,5520.408524477522,5521.022609594072,11.11828996020615,5521.665645419089,18.37
7791.0,5526.999562278043,5527.479771380037,15.021066078523315,5527.955733520139,18.37
7923.0,5609.533732461142,5610.07735583593,12.859814923703142,5610.633309308025,18.37
7813.0,5794.847314960378,5795.417663606122,13.102121328261637,5795.963335454077,18.37
6988.0,5861.147654074395,5862.012731204723,10.8561683708274,5862.671293094437,18.37
7898.0,6059.063079909227,6059.603811894553,13.338854429870768,6060.1406894023685,18.37
7765.0,6149.612109024896,6150.2166230285275,11.339794193623991,6150.8470982060535,18.37
6989.0,6356.545366807303,6357.274710068107,7.084312899522107,6358.778264093834,18.37
7060.0,6371.122665620667,6395.056016032058,6.317324100879911,6396.151730118826,18.37
6982.0,6486.140348777678,6487.328629988332,7.766116621284134,6488.194044704899,18.37
7904.0,6512.6052669012315,6513.11334125284,14.250432498345852,6513.615042429851,18.37
6967.0,6575.911763861338,6577.018701930833,8.085298178233845,6577.902956116607,18.37
7902.0,6605.588447754359,6606.212976661398,12.052455180123687,6606.806171877683,18.37
7913.0,6608.609021197736,6609.2344859637915,11.248625354640799,6609.870071071477,18.37
7794.0,6677.036839497122,6677.566188129567,13.625699200376292,6678.095559064633,18.37
7883.0,6697.75063221758,6698.379013516661,11.34139573441714,6699.009145960796,18.37
7870.0,6699.669890986217,6700.281160786601,12.477205141619633,6700.85416240645,18.37
7919.0,6701.42328469734,6702.0089676586085,11.841277891461733,6702.612741915312,18.37
6984.0,6755.9179111010635,6757.145003448772,7.46963159195256,6758.076791222579,18.37
6970.0,6764.714722121377,6765.4136175672575,10.019371668430356,6766.1329824293425,18.37
7785.0,6777.739678644577,6778.317295694994,12.216784280195775,6778.902511787327,18.37
7776.0,6782.947928398191,6783.484273936327,13.494268526193865,6784.014217797248,18.37
6980.0,6939.194732134063,6940.181729677417,8.821960655262696,6940.9921457557375,18.37
7088.0,6943.313723744366,6944.08659820326,10.60373571376114,6944.760837825062,18.37
7004.0,7026.082975490234,7027.30315205802,7.364153392328172,7028.233579154286,18.37
7780.0,7053.532836830807,7054.207432931388,10.476643571594199,7054.889851752691,18.37
7874.0,7057.342408486623,7058.02160008746,9.913011855138771,7058.742819718972,18.37
7064.0,7208.308154871156,7209.286285298017,9.079812323777853,7210.061723700669,18.37
7772.0,7238.929757947318,7239.509024480259,12.362755654905955,7240.091200212477,18.37
7945.0,7240.808880396658,7241.37157741905,12.360486595452315,7241.949989822326,18.37
7869.0,7319.080478033768,7319.61366673092,13.527565899920772,7320.143485164283,18.37
